company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c441,Armatrix,armatrix.in,2e,1,recent_funding,https://news.crunchbase.com/robotics/physical-ai-custom-robot-builder-seed-funding-anvil/,"Armatrix builds hyper-redundant snake-like robotic arms designed to perform inspection and maintenance inside hazardous and confined industrial spaces, raising $2.1 million in a pre-seed round led by pi Ventures",https://news.crunchbase.com/robotics/physical-ai-custom-robot-builder-seed-funding-anvil/,Founded by Prateesh Awasthi + Vishrant Dave + Ayush Ranjan; snake arms
c295,Ascend Robotics,ascendrobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Smart collaborative robots for part handling and precision kitting,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c280,Asimov,tryasimov.ai,2a|2e,1,yc,https://techcrunch.com/2026/03/26/16-of-the-most-interesting-startups-from-yc-w26-demo-day/,Internet-scale marketplace for robot training data,https://techcrunch.com/2026/03/26/16-of-the-most-interesting-startups-from-yc-w26-demo-day/,YC W26 data marketplace | YC W26; founded by Lyem Ningthou + Anshul Verma (ex-Scale AI); humanoid training data
c452,Asimov Robotics India,asimovrobotics.com,2e,1,jobs_signal,https://asimovrobotics.com/about-us.php,Asimov Robotics — manufacturer of industrial and service robots,https://asimovrobotics.com/about-us.php,Different entity from YC Asimov; India-based service/industrial robotics
c384,Ati Motors,atimotors.com,2b,1,india_news,https://www.business-standard.com/india-news/ati-motors-sherpa-mecha-humanoid-launch-india-china-robotics-catchup-125072301325_1.html,Ati Motors unveiled Sherpa Mecha at Product Day 2025 — humanoid-inspired robot for industrial deployment. Raised $20M led by Walden Catalyst and Nokia Growth Partners.,https://www.business-standard.com/india-news/ati-motors-sherpa-mecha-humanoid-launch-india-china-robotics-catchup-125072301325_1.html,Bengaluru industrial humanoid; $37M total funding
c330,Auterion,auterion.com,2a,1,vc_portfolio,https://www.bvp.com/portfolio,Software-defined drones payloads and apps platform,https://www.bvp.com/portfolio,Bessemer portfolio drone OS
c343,Automated Architecture,automatedarchitecture.com,2a,1,news_eu,https://sifted.eu/articles/robotics-startups-rising-europe,Home building startup with robotic solutions,https://sifted.eu/articles/robotics-startups-rising-europe,UK construction robotics
c296,Ava Robotics,avarobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Intelligent workplace robots,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c418,Avride,avride.ai,2d,1,delivery,https://global.rakuten.com/corp/news/press/2025/0226_01.html,Rakuten Group announced a major expansion of its autonomous delivery service in 2025 featuring Avride robots,https://global.rakuten.com/corp/news/press/2025/0226_01.html,Yandex spinout; Tokyo deployment 2025 via Rakuten
c284,Azalea Robotics,azalearobotics.com,2a,1,yc,https://www.azalearobotics.com/insights/yc-demo-day-s24-highlight,Move luggage at airports using AI robots,https://www.azalearobotics.com/insights/yc-demo-day-s24-highlight,YC S24 mobile manipulation
c297,Black-I Robotics,blackirobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Autonomous mobile robotic arms for manufacturing and logistics,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c334,Blue Water Autonomy,bluewaterautonomy.com,2a,1,vc_portfolio,https://www.gv.com/portfolio/,Autonomous maritime systems,https://www.gv.com/portfolio/,GV portfolio
c362,Bone AI,bone.ai,2b,1,korea_news,https://techcrunch.com/2025/11/17/bone-ai-raises-funding-to-challenge-asias-defense-giants-with-next-gen-ai-powered-robotics/,Bone AI raised a $12 million seed round led by Third Prime with participation from Kolon Group. Bone AI is based in Seoul and Palo Alto.,https://techcrunch.com/2025/11/17/bone-ai-raises-funding-to-challenge-asias-defense-giants-with-next-gen-ai-powered-robotics/,"Defense-leaning physical AI; UAV/UGV/USV — borderline defense, may be excluded by team"
c257,Boost Robotics,boostrobotics.ai,2a,1,yc,https://www.extruct.ai/ycombinator-companies/x25/,physical agents for inspecting and maintaining digital infrastructure data centers,https://www.extruct.ai/ycombinator-companies/x25/,YC X25 datacenter relevance
c383,Botsync,botsync.com,2b,1,asia_news,https://www.therobotreport.com/botsync-brings-in-investment-from-sginnovate-to-continue-scaling-robots-software/,"Botsync received additional Series A funding from SGInnovate. 240% growth in production trips, 230% revenue growth in 2025. Customers include Ford, Caterpillar, Nestle.",https://www.therobotreport.com/botsync-brings-in-investment-from-sginnovate-to-continue-scaling-robots-software/,Singapore industrial AMR + SyncOS orchestration platform
c335,Bounti,bounti.com,2a,1,vc_portfolio,https://www.gv.com/portfolio/,Agricultural robotics,https://www.gv.com/portfolio/,GV portfolio
c331,Breaker,breakerindustries.com,2a,1,vc_portfolio,https://www.bvp.com/portfolio,AI brain on teams of robots for defense operations,https://www.bvp.com/portfolio,Bessemer portfolio defense robotics
c298,Bridge Appliances,bridgeappliances.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,End-to-end automated kitchen robotics,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c344,Bubble Robotics,,2a,1,news_eu,https://tech.eu/2026/04/21/bubble-robotics-emerges-from-stealth-with-5m-to-scale-autonomous-ocean-robotics/,Autonomous ocean robotics,https://tech.eu/2026/04/21/bubble-robotics-emerges-from-stealth-with-5m-to-scale-autonomous-ocean-robotics/,EU ocean autonomy $5M
c412,Buildots,buildots.com,2d,1,construction,https://www.mastt.com/blogs/construction-ai-companies,"Buildots delivers an AI-powered project tracking solution; completed $45M Series D in May, total capital $166 million",https://www.mastt.com/blogs/construction-ai-companies,AI computer vision for construction progress tracking
c410,Buildroid,buildroid.ai,2d,1,construction,https://www.therobotreport.com/buildroid-ai-expands-simulation-first-robotics-platform-u-s-sites/,"Buildroid emerged from stealth and entered the U.S. market in November 2025, raised $2 million in pre-seed funding led by Tim Draper",https://www.therobotreport.com/buildroid-ai-expands-simulation-first-robotics-platform-u-s-sites/,Simulation-first construction robotics platform
c403,Burro,burro.ai,2d,1,agriculture,https://agfundernews.com/the-7-biggest-farm-robotics-deals-of-2024-so-far,Burro creates autonomous agricultural robots for tasks like grape harvesting and crop scouting,https://agfundernews.com/the-7-biggest-farm-robotics-deals-of-2024-so-far,Autonomous carts for specialty crops; vision-based autonomy
c411,Canvas,canvas.build,2d,1,construction,https://constructiondigital.com/articles/hilti-and-construction-robotics-company-canvas-partner,"Canvas automates drywall finishing — the taping, mudding, and sanding process",https://constructiondigital.com/articles/hilti-and-construction-robotics-company-canvas-partner,Drywall robot; USG and Hilti partnerships; 2024 new robot
c396,Caresyntax,caresyntax.com,2d,1,surgical,https://www.caresyntax.com,"Caresyntax provides AI-powered video analytics for surgical workflow optimization, real-time monitoring, and quality insights",https://www.caresyntax.com,$387.5M raised; vendor-neutral surgical AI; 2025 partnership with Pristine Surgical
c415,Cartken,cartken.com,2d,1,delivery,https://www.cartken.com/,"Founded by ex-Google engineers, Cartken builds compact sidewalk bots; multi-year agreement to deploy up to 2,000 robots on Uber Eats with a fleet of more than 400 by mid-2025",https://www.cartken.com/,"Indoor + outdoor autonomous; Mitsubishi, Grubhub partners"
c427,Castelion,castelion.com,2d,1,drone,https://startupwired.com/2025/03/29/tech-startups-are-disrupting-the-defense-industry/,"Castelion builds hypersonic missile launch platforms, but uses 3D printing and modular design to reduce production costs dramatically; raised $100 million Series A",https://startupwired.com/2025/03/29/tech-startups-are-disrupting-the-defense-industry/,Defense; verify ML perception stack vs hardware focus — borderline
c286,Cerulion,cerulion.com,2a,1,yc,https://www.cerulion.com/,Open-source robot operating system,https://www.cerulion.com/,YC S24 ROS alternative
c299,Cobionix,cobionix.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Autonomous robotics platform for healthcare and manufacturing,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c414,Coco Robotics,cocodelivery.com,2d,1,delivery,https://www.therobotreport.com/coco-robotics-raises-80m-to-scale-sidewalk-delivery-robots/,"Coco 2's capabilities are powered by the industry's largest dataset of sidewalk robot operations, built from millions of miles navigating complex urban environments; operational data continuously strengthening the fleet's AI",https://www.therobotreport.com/coco-robotics-raises-80m-to-scale-sidewalk-delivery-robots/,"$80M raised; Coco 2 launched Feb 2026 fully autonomous; partners with Uber Eats, DoorDash, Wolt"
c300,Cogniteam,cogniteam.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Cloud robotics platform for fleet development and management,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c272,Congruent,congruent.io,2a,1,yc,https://congruent.io/,radars for end-to-end autonomy,https://congruent.io/,YC W26 autonomy
c301,CRABI Robotics,crabi-robotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Autonomous marine robot for underwater hull cleaning,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c388,Crest Robotics,crestrobotics.com,2b,1,anz_news,https://info.cicadainnovations.com/blog/2025-a-year-inside-australias-home-for-deep-tech?hs_amp=true,Crest Robotics is a Cicada Innovations resident; designs robots to enhance human workers' agency. Flagship Poly is the world's first three-limbed parrot-inspired robot designed for the energy sector.,https://info.cicadainnovations.com/blog/2025-a-year-inside-australias-home-for-deep-tech?hs_amp=true,Sydney/Australia energy-sector manipulation robot
c450,Daedalus,daedalus.ai,2e,1,recent_funding,https://techcrunch.com/2024/02/08/daedalus-manufacturing-jonas-schneider-openai-robotics-raises-21-million/,"Daedalus, which is building precision-manufacturing factories powered by AI, raises $21M",https://techcrunch.com/2024/02/08/daedalus-manufacturing-jonas-schneider-openai-robotics-raises-21-million/,Founded by Jonas Schneider (ex-OpenAI Robotics); AI-driven precision-manufacturing factories
