company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c104,Aerodome,aerodome.com,1b,1,vc_portfolio,https://a16z.com/portfolio/,Deploys automated video-equipped drones for emergency response,https://a16z.com/portfolio/,a16z portfolio - public safety drones
c155,Ambi Robotics,ambirobotics.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Parcel sortation manipulation
c124,Asensus Surgical,asensus.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Surgical robotics
c105,Built Robotics,builtrobotics.com,1b,1,vc_portfolio,https://a16z.com/portfolio/,Transforms commercial excavators into autonomous trenching robots,https://a16z.com/portfolio/,a16z portfolio - construction autonomy
c160,Exotec,exotec.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Skypod warehouse system
c108,Farm-ng,farm-ng.com,1b,1,vc_portfolio,https://a16z.com/portfolio/,electric micro-tractor for farming tasks,https://a16z.com/portfolio/,a16z portfolio - agricultural robots
c131,Geek+,geekplus.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Warehouse AMRs
c133,Hello Robot,hello-robot.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,Hello Robot's Stretch 3 mobile manipulator,https://www.therobotreport.com/rbr50-2025/,In-home assistive mobile manipulator
c163,Instock,instock.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Goods-to-person warehouse robotics
c137,Levita Magnetics,levita.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Magnetic surgical robotics
c140,Locus Robotics,locusrobotics.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,autonomous mobile robots that work alongside warehouse workers,https://www.therobotreport.com/rbr50-2025/,Warehouse AMRs
c118,Moon Surgical,moonsurgical.com,1b,1,vc_portfolio,https://www.feedtheai.com/nventures-portfolio-ai-startups-backed-by-nvidia/,Maestro a robotic surgical assistant for minimally invasive surgery,https://www.feedtheai.com/nventures-portfolio-ai-startups-backed-by-nvidia/,NVentures-backed - surgical robotics
