company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c432,Smart Robotics,smart.robotics,2d,1,warehouse,https://tech.eu/2026/04/21/smart-robotics-secures-eur10m-series-a-to-expand-ai-robotic-picking-in-europe/,Smart Robotics has built what it calls Europe's top full-stack AI pick-and-place platform for intralogistics; full-stack robotics platform built around a proprietary AI control layer,https://tech.eu/2026/04/21/smart-robotics-secures-eur10m-series-a-to-expand-ai-robotic-picking-in-europe/,€10M Series A April 2026; 1B+ picks; 120 cells in 15 countries
c405,Solinftec,solinftec.com,2d,1,agriculture,https://agnetwest.com/solix-robotics-autonomous-sprayer-ai-agriculture/,"SOLIX is built around Solinftec's proprietary ALICE AI, which analyzes real-time field data and deploys targeted herbicide applications only where weeds are detected",https://agnetwest.com/solix-robotics-autonomous-sprayer-ai-agriculture/,98% reduction in herbicide volumes; solar-powered scouting/spraying robot
c368,Spirit AI (Qianxun),qianxun-ai.com,2b,1,china_news,https://eu.36kr.com/en/p/3701216103281408,Spirit AI announced completion of Pre-A round of 528M RMB; later Pre-A+ round of nearly 600M yuan led by JD.com. Self-developed VLA Spirit v1.,https://eu.36kr.com/en/p/3701216103281408,Founded 2024; Moz1 humanoid; cloth folding VLA
c345,Stateful Robotics,,2a,1,news_eu,https://tech.eu/2026/03/24/stateful-robotics-secures-48m-to-advance-long-term-robot-intelligence/,Long-term robot intelligence Oxford spin-out,https://tech.eu/2026/03/24/stateful-robotics-secures-48m-to-advance-long-term-robot-intelligence/,UK Oxford spinout
c320,Super Robotics,superobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Robotic fleet automation for retail,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c391,Synapticon,synapticon.com,2b,1,europe_news,https://www.synapticon.com/en/newslist/automatica-25,"Synapticon develops motion control technology for robotics and machinery at the point of motion. Founded 2012, Schonaich Germany.",https://www.synapticon.com/en/newslist/automatica-25,"Germany motion control — borderline component play, may be excluded"
c321,Synthium,synthium.xyz,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Cognition-as-a-Service crowdsourcing human intelligence for humanoid training,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c421,Tailos (Maidbot),tailos.com,2d,1,cleaning,https://www.revfine.com/housekeeping-robots/,"Formerly known as MaidBot, Tailos is an Austin, Texas-based company whose Rosie robot vacuum cleaner can clean more than 1,000 square feet per hour",https://www.revfine.com/housekeeping-robots/,Hospitality housekeeping robot; Austin TX
c364,Telexistence,tx-inc.com,2b,1,japan_news,https://tx-inc.com/en/blog/2025/09/30/12542/,Telexistence Inc. (TX) and Seven-Eleven Japan entered into a partnership to develop humanoid robots powered by generative AI. Astra humanoid equipped with VLA foundation model.,https://tx-inc.com/en/blog/2025/09/30/12542/,"Japan retail humanoid VLA, Seven-Eleven partnership"
c407,Terra Robotics,terra-robotics.com,2d,1,agriculture,https://blogs.nvidia.com/blog/national-robotics-week-2026/,Terra Robotics develops laser-weeding agricultural robots to automate sustainable farming,https://blogs.nvidia.com/blog/national-robotics-week-2026/,Laser weeding; verify ML depth
c442,The Bot Company,thebotcompany.com,2e,1,recent_funding,https://techcrunch.com/2025/03/23/former-cruise-ceo-kyle-vogts-new-robotics-startup-reportedly-raises-another-150m/,"The Bot Company, the robotics startup founded by former Cruise co-founder and CEO Kyle Vogt, has raised $150 million in a round led by Greenoaks",https://techcrunch.com/2025/03/23/former-cruise-ceo-kyle-vogts-new-robotics-startup-reportedly-raises-another-150m/,Founded by Kyle Vogt (ex-Cruise CEO); home humanoid
c260,The Robot Learning Company,robot-learning.co,2a,1,yc,https://www.extruct.ai/ycombinator-companies/x25/,making AI-powered robotic automation accessible to businesses,https://www.extruct.ai/ycombinator-companies/x25/,YC X25 platform
c395,Theator,theator.io,2d,1,surgical,https://theator.io/,Theator's AI platform transforms surgical video into structured intelligence — applies computer vision and large vision-language models to break down surgeries into structured data,https://theator.io/,"VLMs explicitly mentioned; customers include Mayo Clinic, U Miami; surgical intelligence not pure mechanical robot"
c322,Thinking Robots,thinkingrobots.ai,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Custom software solutions making any robotic platform intelligent,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c366,Tokyo Robotics,robotics.tokyo,2b,1,japan_news,https://robotics.tokyo/,"Torobo is a humanoid robot designed for use in manufacturing, logistics, and service, using high-performance torque sensing and impedance control to perform tasks safely and skillfully.",https://robotics.tokyo/,Now Yaskawa subsidiary as of July 2025 — borderline; flag if Yaskawa exclusion applies
c323,TP7 AI Robotics,tp7.ai,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Dual-arm mobile AI robots learning tasks by observation,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c351,Trener Robotics,,2a,1,news_eu,https://newmarketpitch.com/blogs/news/robotics-funding-news,AI robot skills platform for manufacturing,https://newmarketpitch.com/blogs/news/robotics-funding-news,Norway/US $26M Series A
c324,Ubiros,ubiros.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Robotic soft grippers for food and beverage,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c283,Ultra,,2a,1,yc,https://techcrunch.com/2024/09/25/13-companies-from-yc-demo-day-1-that-are-worth-paying-attention-to/,Robots to package and label ecommerce products before shipping,https://techcrunch.com/2024/09/25/13-companies-from-yc-demo-day-1-that-are-worth-paying-attention-to/,YC S24 manipulation
c325,URBX,urbx.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Third-party logistics flexible fulfillment,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c274,Valgo,valgo.dev,2a,1,yc,https://valgo.dev/,Algorithmic safety validation tools for autonomy,https://valgo.dev/,YC W26 autonomy validation
c339,Veo Robotics,veobot.com,2a,1,vc_portfolio,https://www.gv.com/portfolio/,Industrial robot safety,https://www.gv.com/portfolio/,GV portfolio
c263,Verne Robotics,vernerobotics.com,2a,1,yc,https://www.extruct.ai/data-room/ycombinator-companies-s25/,AI models that teach robots new skills in hours,https://www.extruct.ai/data-room/ycombinator-companies-s25/,YC S25 robot learning
c375,Verobotics,verobotics.com,2b,1,israel_news,https://finance.yahoo.com/news/israeli-firm-verobotics-pushes-ai-093000560.html,"Verobotics specializes in autonomous robots for cleaning and inspection of high-rise building exteriors, equipped with AI and cameras.",https://finance.yahoo.com/news/israeli-firm-verobotics-pushes-ai-093000560.html,Tel Aviv facade-cleaning robotics; OurCrowd portfolio — niche application
