company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c292,Activ Surgical,activsurgical.com,2a|2d,2,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Digital surgery autonomous surgical collaboration software,https://www.massrobotics.org/startups/massrobotics-resident-startups/;https://intuitionlabs.ai/articles/surgical-ai-companies,MassRobotics resident | Real-time visualization for surgeons; software layer over surgical hardware
c376,Agile Robots,agile-robots.com,2b|2e,2,europe_news,https://www.therobotreport.com/agile-robots-launches-agile-one-industrial-humanoid/,"Agile Robots launched Agile ONE industrial humanoid. 174cm, 69kg, 20kg payload. Total funding exceeds $350M led by SoftBank Vision Fund 2.",https://www.therobotreport.com/agile-robots-launches-agile-one-industrial-humanoid/;https://techcrunch.com/2026/03/24/agile-robots-becomes-the-latest-robotics-company-to-partner-with-google-deepmind/,Munich DLR spinout; industrial humanoid for manufacturing | German manipulation robotics; DeepMind partnership Mar 2026
c329,ANYbotics,anybotics.com,2a|2b,2,vc_portfolio,https://www.bvp.com/portfolio,End-to-end robotic solution automating industrial inspections,https://www.bvp.com/portfolio;https://www.eu-startups.com/2025/09/swiss-robotics-developer-anybotics-raises-over-e127-million-for-its-four-legged-workforce/,Bessemer portfolio Swiss legged robot | Switzerland legged + manipulation payload; industrial inspection
c370,Booster Robotics,boosterobotics.com,2b|2e,2,china_news,https://mikekalil.com/blog/booster-noetix-cheap-humanoid-robots/,Booster Robotics launched June 2023. T1 features strong structural integrity. Achieved mass production by October 2024 and delivered first 100 units by March 2025.,https://mikekalil.com/blog/booster-noetix-cheap-humanoid-robots/;https://newmarketpitch.com/blogs/news/humanoid-robotics-funding-analysis,Beijing low-cost humanoid | Humanoid platform; recent large Series A
c302,Dusty Robotics,dustyrobotics.com,2a|2d,2,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Robotic tools for construction layout and floor planning,https://www.massrobotics.org/startups/massrobotics-resident-startups/;https://www.dustyrobotics.com/,MassRobotics resident | FieldPrinter; BIM-driven layout automation
c304,Flexxbotics,flexxbotics.com,2a|2d,2,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Robot production digitalization for smart factory autonomy,https://www.massrobotics.org/startups/massrobotics-resident-startups/;https://flexxbotics.com/,MassRobotics resident | Software-defined manufacturing autonomy; FANUC integration
c447,FusionCore,github.com,2e,2,hn_show,https://news.ycombinator.com/item?id=47934544,Show HN: FusionCore: ROS 2 sensor fusion that outperforms robot_localization,https://news.ycombinator.com/item?id=47934544;https://news.ycombinator.com/item?id=47896975,Open-source ROS2 sensor fusion library; pre-company | REST API for robot hardware control
c377,GEN-0 / Generalist AI,generalistai.com,2b|2e,2,europe_news,https://generalistai.com/blog/nov-04-2025-GEN-0,"GEN-0 is an embodied foundation model trained on 270,000 hours of real-world manipulation data. Powered by 10B+ foundation architecture.",https://generalistai.com/blog/nov-04-2025-GEN-0;https://techcrunch.com/2025/03/19/a-key-deepmind-robotics-researcher-left-google-and-nvidia-has-already-backed-his-stealth-startup/,Note: Generalist AI is US-based per most sources but flagged in EU coverage; verify HQ — likely should be skipped if US | Founded 2024 by Pete Florence + Andy Zeng + Andrew Barry (ex-DeepMind); reported $11B valuation talks Mar 2026
c287,Nextera Robotics,nexterarobotics.com,2a,2,yc,https://www.ycombinator.com/companies/nextera-robotics,AI-native Robotics construction site scanning,https://www.ycombinator.com/companies/nextera-robotics;https://www.massrobotics.org/startups/massrobotics-resident-startups/,YC W26 construction | MassRobotics resident
c265,One Robot,onerobot.io,2a|2e,2,yc,https://www.onerobot.io/,World models for VLA evals and training,https://www.onerobot.io/;https://yctierlist.com/w26/one-robot/,YC W26 world models VLA | YC W26; sim for robot policy training/eval
