company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c088,Chef Robotics,chefrobotics.ai,1b|1c,3,vc_portfolio,https://www.constructcap.com/portfolio,Automates food production,https://www.constructcap.com/portfolio;https://www.therobotreport.com/rbr50-2025/;https://www.chefrobotics.ai/post/weve-raised-43-1m-to-accelerate-our-ai-enabled-robot-deployments,Construct Capital portfolio | Food production | Food assembly robotics SF
c091,Bedrock Robotics,bedrockrobotics.com,1b|1c,2,vc_portfolio,https://8vc.com/companies,automating specialized heavy equipment in the construction and earth-moving sectors,https://8vc.com/companies;https://www.constructiondive.com/news/bedrock-robotics-raise-ai-automation-funding/811982/,8VC portfolio - construction autonomy | Ex-Waymo founders construction equipment autonomy
c125,Beewise,beewise.ag,1b|1c,2,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/;https://agfundernews.com/from-experimentation-to-impact-farm-robotics-top-fundraises-in-2025,Autonomous beehive robotics | Robotic beehive Israeli ag
c116,Carbon Robotics,carbonrobotics.com,1b|1c,2,vc_portfolio,https://agfundernews.com/brief-nvidias-venture-arm-invests-in-autonomous-weeding-startup-carbon-robotics,autonomous laser-weeding platform for specialty crops,https://agfundernews.com/brief-nvidias-venture-arm-invests-in-autonomous-weeding-startup-carbon-robotics;https://newmarketpitch.com/blogs/news/robotics-funding-analysis,NVentures-backed - ag robotics | AI computer vision laser weed elimination
c099,Collaborative Robotics,co.bot,1b,2,vc_portfolio,https://www.sequoiacap.com/our-companies/,backed by Sequoia Capital General Catalyst Khosla Ventures,https://www.sequoiacap.com/our-companies/;https://www.therobotreport.com/rbr50-2025/,Sequoia/Khosla-backed mobile cobot | Mobile cobot
c025,Cortex AI,cortexrobot.ai,1a|1c,2,gh_fork,https://github.com/cortexairobot,Isaac-GR00T and LeRobot dataset visualizer for robot learning,https://github.com/cortexairobot;https://www.startus-insights.com/innovators-guide/embodied-ai-startups/,US; Isaac-GR00T + LeRobot forks | Egocentric data for robotics foundation models
c001,D-Robotics,d-robotics.cc,1a|1c,2,gh_fork,https://github.com/D-Robotics/openpi,Add x86 server and training config based official openpi,https://github.com/D-Robotics/openpi;https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,China; RDK robotics development kits and ROS2 systems | Hardware/software infrastructure for consumer robots
c107,Dexterity,dexterity.ai,1b,2,vc_portfolio,https://a16z.com/portfolio/,Designs autonomous robots for warehousing and supply chains,https://a16z.com/portfolio/;https://www.therobotreport.com/rbr50-2024/,a16z portfolio - warehouse manipulation | Warehouse manipulation
c081,FieldAI,fieldai.com,1b|1c,2,vc_portfolio,https://www.khoslaventures.com/portfolio/,Transforming industries through on-edge robotic autonomy,https://www.khoslaventures.com/portfolio/;https://techcrunch.com/2025/08/20/fieldai-raises-405m-to-build-universal-robot-brains/,Khosla portfolio - foundation models for robotics | Foundational embodied AI models for any robot
c117,Flexion,flexion.ai,1b|1c,2,vc_portfolio,https://blogs.nvidia.com/blog/nvidia-investments/,applying these same techniques at scale to deploy robots in real-world environments,https://blogs.nvidia.com/blog/nvidia-investments/;https://news.crunchbase.com/venture/robotic-brain-building-startup-flexion-raise/,NVentures-backed | Synthetic data physics simulations robot brain
c005,HEBI Robotics,hebirobotics.com,1a|1b,2,gh_fork,https://github.com/HebiRobotics,LeRobot Making AI for Robotics more accessible,https://github.com/HebiRobotics;https://www.therobotreport.com/rbr50-2025/,United States; APIs for customizable robots | Modular robotics components/SDKs
c139,LimX Dynamics,limxdynamics.com,1b|1c,2,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/;https://blog.robozaps.com/b/humanoid-robot-companies,Humanoid/quadruped maker | JD.com investor humanoid bipedal
c029,mbodi ai,mbodi.ai,1a|1b,2,gh_fork,https://github.com/mbodiai,Continual Learning for Embodied Agents; embodied-agents,https://github.com/mbodiai;https://www.therobotreport.com/rbr50-2025/,United States; LeRobot fork | Embodied AI agent platform
c114,Mind Robotics,mindrobotics.com,1b|1c,2,vc_portfolio,https://a16z.com/announcement/investing-in-mind-robotics/,building an industrial robotics platform from the ground up,https://a16z.com/announcement/investing-in-mind-robotics/;https://techcrunch.com/2026/03/11/rivian-mind-robotics-series-a-500m-fund-raise-industrial-ai-powered-robots/,a16z + Accel co-led $500M Series A | Rivian spin-out for industrial AI robots
c142,Mytra,mytra.ai,1b|1c,2,rbr50,https://www.therobotreport.com/rbr50-2025/,3D lattice storage system that maximizes density,https://www.therobotreport.com/rbr50-2025/;https://mytra.ai/news/mytra-raises-120m-series-c,Warehouse storage robotics; RBR50 Startup of the Year | Warehouse AI material handling platform
c058,Nomagic,nomagic.ai,1a|1b,2,gh_fork,https://github.com/nomagiclab/openvla,OpenVLA an open-source vision-language-action model,https://github.com/nomagiclab/openvla;https://www.khoslaventures.com/portfolio/,Poland; warehouse picking Physical AI | Khosla portfolio - warehouse manipulation
c011,Opentrons,opentrons.com,1a|1b,2,gh_fork,https://github.com/Opentrons,Lab robots for Biologists,https://github.com/Opentrons;https://www.khoslaventures.com/portfolio/,United States; lab automation; LeRobot fork | Khosla portfolio - lab automation
c144,Pickle Robot,picklerobot.com,1b|1c,2,rbr50,https://www.therobotreport.com/rbr50-2025/,Pickle Robot unloads more than 1.5M lb of Randa apparel,https://www.therobotreport.com/rbr50-2025/;https://www.globenewswire.com/news-release/2025/06/24/3104110/0/en/Pickle-Robot-Hires-New-VP-of-Engineering-Adding-50-New-Engineers-by-September-as-Warehouse-Robotics-Demand-Surges.html,Trailer unloading manipulation | Truck unloading warehouse robotics
c094,Saronic,saronic.com,1b|1c,2,vc_portfolio,https://8vc.com/companies,unmanned surface vehicles that enable maritime security,https://8vc.com/companies;https://www.businessstory.org/2026/03/31/autonomous-vessel-startup-saronic-secures-1-75-billion-in-competition-to-upgrade-u-s-armed-forces/,8VC portfolio - maritime USVs | Autonomous surface vessels naval
c172,Sereact,sereact.ai,1b|1c,2,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/;https://theaiinsider.tech/2026/04/27/sereact-raises-110m-in-series-b-funding-to-expand-warehouse-robotics-platform/,Pick-and-place AI software | Cortex 2.0 warehouse robotics platform Germany
c100,Shield AI,shield.ai,1b|1c,2,vc_portfolio,https://a16z.com/american-dynamism-50-2025/,Enables military drones and aircraft to operate autonomously,https://a16z.com/american-dynamism-50-2025/;https://techcrunch.com/2025/03/06/shield-ai-raises-240-million-at-a-5-3-billion-valuation-to-commercialize-its-ai-drone-tech/,a16z American Dynamism 50 | Hivemind autonomy stack across drones aircraft
c072,AI Foundry,aifoundry.org,1a,1,gh_fork,https://github.com/aifoundry-org,Open ecosystem of shareable building blocks; LeRobot fork,https://github.com/aifoundry-org,United States
c026,Almond,almond.bot,1a,1,gh_fork,https://github.com/almond-bot,Robotic manipulation Axol IK solver and Axol-VR teleoperation,https://github.com/almond-bot,United States; LeRobot fork
c061,ARTEFACTS,artefacts.com,1a,1,gh_fork,https://github.com/art-e-fact,Isaac GR00T fork - cloud robotics simulation testing platform,https://github.com/art-e-fact,Japan
c067,Astria,astria.ai,1a,1,gh_fork,https://github.com/astriaai,Stable Diffusion fine-tuning Dreambooth; LeRobot fork,https://github.com/astriaai,LeRobot fork
