company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c431,Palladyne AI,palladyneai.com,2d,1,drone,https://dronelife.com/2025/07/03/red-cat-holdings-and-palladyne-ai-on-the-drone-radio-show-multi-drone-collaboration/,"Red Cat and Palladyne AI partnered to advance autonomous multi-drone collaboration, completing an autonomous collaborative flight involving three diverse heterogeneous drones",https://dronelife.com/2025/07/03/red-cat-holdings-and-palladyne-ai-on-the-drone-radio-show-multi-drone-collaboration/,Multi-drone autonomy software; collaborative flight 2025
c252,Pave Robotics,pave-robotics.com,2a,1,yc,https://www.extruct.ai/ycombinator-companies/w25/,Robots that repair roads,https://www.extruct.ai/ycombinator-companies/w25/,YC W25 infra robotics
c449,Periodic Labs,periodiclabs.ai,2e,1,x_signal,https://techcrunch.com/2025/09/30/former-openai-and-deepmind-researchers-raise-whopping-300m-seed-to-automate-science/,Former OpenAI and DeepMind researchers raise whopping $300M seed to automate science,https://techcrunch.com/2025/09/30/former-openai-and-deepmind-researchers-raise-whopping-300m-seed-to-automate-science/,Robotic lab automation; ex-OpenAI/DeepMind founders; $300M seed
c420,Primech AI,primech.ai,2d,1,cleaning,https://primech.ai/hytron-commercial-cleaning-robot/,Primech AI's HYTRON is a fully autonomous AI-powered robot engineered for commercial restroom sanitation; NVIDIA Jetson Orin Super AI platform and real-time 2D AI navigation,https://primech.ai/hytron-commercial-cleaning-robot/,Jetson Orin platform; restroom sanitation niche
c422,Pringle Robotics,pringlerobotics.ai,2d,1,cleaning,https://www.pringlerobotics.ai/Industry-Facilities-and-Janitorial,Pringle Robotics — Advanced Robotics Solutions for Facilities and Janitorial,https://www.pringlerobotics.ai/Industry-Facilities-and-Janitorial,Janitorial robotics integrator; verify proprietary ML stack
c251,Proception,proception.ai,2a,1,yc,https://www.extruct.ai/ycombinator-companies/w25/,Making humanoids dexterous enough to thread a needle,https://www.extruct.ai/ycombinator-companies/w25/,YC W25 dexterous hands
c397,Proximie,proximie.com,2d,1,surgical,https://intuitionlabs.ai/articles/surgical-ai-companies,Proximie is a UK-based secure software solution that expands virtual surgical collaboration enabling surgeons to share expertise through AR,https://intuitionlabs.ai/articles/surgical-ai-companies,$118M funded; 2025 IRCAD partnership; AR/AI surgical collaboration
c358,Psyonic,psyonic.io,2a,1,news_other,https://www.massrobotics.org/,Advanced bionic limbs for humans and robots,https://www.massrobotics.org/,MassRobotics news mention
c356,R3 Robotics,r3robotics.ai,2a,1,news_other,https://newmarketpitch.com/blogs/news/robotics-funding-news,Automates EV battery and powertrain disassembly,https://newmarketpitch.com/blogs/news/robotics-funding-news,Battery disassembly
c392,Rainbow Robotics,rainbow-robotics.com,2b,1,korea_news,https://en.wikipedia.org/wiki/Rainbow_Robotics,Rainbow Robotics — Samsung Electronics became largest shareholder in Dec 2024 to accelerate future robot development. Vertical integration of motors/controllers/reducers in-house.,https://en.wikipedia.org/wiki/Rainbow_Robotics,Korea cobot + humanoid HUBO heritage; Samsung-backed but standalone
c313,RealBotics,realbotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Telerobotics software platform for remote device control,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c314,Realtime Robotics,rtr.ai,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Processors enabling real-time robotic motion planning,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c250,Red Barn Robotics,redbarnrobotics.com,2a,1,yc,https://www.extruct.ai/ycombinator-companies/w25/,A Roomba for weeds on a farm,https://www.extruct.ai/ycombinator-companies/w25/,YC W25 ag robotics ex-Apple hw lead
c428,Red Cat Holdings (Teal),redcatholdings.com,2d,1,drone,https://www.lantronix.com/newsroom/press-releases/lantronix-solution-powers-u-s-army-approved-teal-drones-a-red-cat-holdings-co-unlocking-secure-edge-ai-growth-opportunity/,"U.S. Army-Approved Teal Drones, a Red Cat Holdings Co., Unlocking Secure Edge AI Growth Opportunity; Black Widow soldier-portable small UAS",https://www.lantronix.com/newsroom/press-releases/lantronix-solution-powers-u-s-army-approved-teal-drones-a-red-cat-holdings-co-unlocking-secure-edge-ai-growth-opportunity/,Army SRR Program of Record; edge AI; NATO catalogue 2025
c417,Refraction AI,refraction.ai,2d,1,delivery,https://roboticsandautomationnews.com/2025/04/12/top-20-autonomous-delivery-robot-companies-in-2025/89707/,"Refraction's REV-1 robots use bike lanes instead of sidewalks, giving them a hybrid advantage in speed and route flexibility",https://roboticsandautomationnews.com/2025/04/12/top-20-autonomous-delivery-robot-companies-in-2025/89707/,Bike-lane delivery; Austin and Ann Arbor pilots
c268,Remy AI,tryremy.ai,2a,1,yc,https://www.tryremy.ai/,Automating dexterous tasks in warehouses,https://www.tryremy.ai/,YC W26 dexterous warehouse
c253,Revise Robotics,reviserobotics.com,2a,1,yc,https://www.extruct.ai/ycombinator-companies/w25/,Automating refurbishment of $1T in consumer electronics,https://www.extruct.ai/ycombinator-companies/w25/,YC W25 device refurb
c315,Revolute Robotics,revoluterobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Hybrid robots switching between driving and flying for inspections,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c316,Rhoman Aerospace,rhoman.aero,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Vision-autonomy solutions enabling GPS-denied UAV navigation,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c448,Rigyd,app.rigyd.com,2e,1,hn_show,https://news.ycombinator.com/item?id=47864502,Show HN: Physics-accurate 3D assets for robotics simulations from any input,https://news.ycombinator.com/item?id=47864502,Physics-accurate 3D asset generation for robotics sim
c440,RIVR,rivr.ai,2e,1,recent_funding,https://www.therobotreport.com/top-10-robotics-developments-march-2026/,Amazon also acquired physical AI and robotics developer RIVR in March 2026,https://www.therobotreport.com/top-10-robotics-developments-march-2026/,Formerly Swiss-Mile; quadruped wheeled doorstep delivery robots; recently acquired but pre-acquisition was independent
c273,RoboDock,robodock.tech,2a,1,yc,https://robodock.tech/,Robots that run autonomous depots for autonomous fleets,https://robodock.tech/,YC W26 fleet infra
c361,ROBROS,,2b,1,korea_news,https://interactanalysis.com/insight/south-korea-a-prominent-emerging-market-in-ai-robotics/,"emerging startups in South Korea are focusing on building AI-driven, general-purpose robots. These include ROBROS, Holiday Robotics, AeiRobot, and WIRobot.",https://interactanalysis.com/insight/south-korea-a-prominent-emerging-market-in-ai-robotics/,Korea general-purpose robot startup
c317,Rowbot Systems,rowbot.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Robotic solutions for row crop farmers,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c406,Saga Robotics,sagarobotics.com,2d,1,agriculture,https://tracxn.com/d/companies/saga-robotics/__EYqwMixiQpTqAzuboouUaZ8DRv3yxvL5PdQEzi_xLFk,Saga Robotics has raised a total funding of $32.5M over 4 rounds from 12 investors,https://tracxn.com/d/companies/saga-robotics/__EYqwMixiQpTqAzuboouUaZ8DRv3yxvL5PdQEzi_xLFk,Norwegian; Thorvald robot for soft fruit; UV-C and weed control
c394,Sages Intelligence,,2b,1,china_news,https://eu.36kr.com/en/p/3610836423574531,"Sages Intelligence, an embodied intelligent robot company, completed Series A++ and A+++ rounds with cumulative amount in hundreds of millions of yuan.",https://eu.36kr.com/en/p/3610836423574531,China embodied AI robotics startup
c255,SAVA Robotics,savarobotics.com,2a,1,yc,https://www.extruct.ai/ycombinator-companies/x25/,plug-and-play robotics and file-driven automation,https://www.extruct.ai/ycombinator-companies/x25/,YC X25 industrial automation
c318,Scalable Robotics,scalablerobotics.ai,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,No-code robot programming reducing welding time,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c275,Seeing Systems,seeing-systems.com,2a,1,yc,https://www.seeing-systems.com/,AI Drone Systems for Defence,https://www.seeing-systems.com/,YC W26 drone vision
c285,Sensei,,2a,1,yc,https://techcrunch.com/2024/09/25/13-companies-from-yc-demo-day-1-that-are-worth-paying-attention-to/,Training data startup,https://techcrunch.com/2024/09/25/13-companies-from-yc-demo-day-1-that-are-worth-paying-attention-to/,YC S24 data
c267,Servo7,servo7.com,2a,1,yc,https://servo7.com/,Autonomous Warehouse Robots packaging order fulfillment sorting,https://servo7.com/,YC W26 warehouse
c382,Sharpa,sharpa.com,2b,1,asia_news,https://www.sharpa.com/blogs/news/singapores-sharpa-wins-ces-2026-innovation-award-for-groundbreak-ai-robotic-hand-sharpawave,"Singapore's Sharpa won CES 2026 Innovation Award for SharpaWave robotic hand — 22 active DoF, Dynamic Tactile Array. North humanoid debuted CES 2026.",https://www.sharpa.com/blogs/news/singapores-sharpa-wins-ces-2026-innovation-award-for-groundbreak-ai-robotic-hand-sharpawave,Singapore dexterous hand + humanoid; mass production
c348,Sitegeist,,2a,1,news_eu,https://tech.eu/2026/02/16/sitegeist-secures-eur4m-pre-seed-for-ai-modular-robots-in-construction/,AI modular robots in construction,https://tech.eu/2026/02/16/sitegeist-secures-eur4m-pre-seed-for-ai-modular-robots-in-construction/,Germany construction robotics
c338,Skycatch,skycatch.com,2a,1,vc_portfolio,https://www.gv.com/portfolio/,Drone technology for industrial sites,https://www.gv.com/portfolio/,GV portfolio
