company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c386,iHub Robotics,ihubrobotics.com,2b,1,india_news,https://techgenyz.com/emerging-and-inspiring-indias-robotics-startups/,"Ernakulam-based iHub secured Rs 4.3 crore ($520k) in pre-seed funding. Tara Gen-1 semi-humanoid for healthcare, hospitality, airports.",https://techgenyz.com/emerging-and-inspiring-indias-robotics-startups/,Kerala semi-humanoid; service robotics
c433,Inbolt,inbolt.com,2d,1,industrial,https://www.inbolt.com/,"Inbolt brings AI and 3D vision to factory robots so they can see, adapt, and work on any part or process; Fanuc partnership for moving assembly line tasks",https://www.inbolt.com/,"GM, Stellantis, Ford, Toyota deployments; on-arm AI vision bin picking launched Dec 2025"
c387,Invento Robotics,inventorobotics.in,2b,1,india_news,https://techgenyz.com/emerging-and-inspiring-indias-robotics-startups/,"Bengaluru-based Invento Robotics develops Mitra, humanoid robot combining robotics and AI for engagement and sales.",https://techgenyz.com/emerging-and-inspiring-indias-robotics-startups/,Bengaluru humanoid for service/sales
c369,Kepler Exploration Robot,kepler-robot.com,2b,1,china_news,https://theaiinsider.tech/2025/09/27/kepler-moves-worlds-first-commercially-available-hybrid-architecture-humanoid-robot-into-mass-production/,"Kepler Exploration Robot moves world's first commercially available hybrid-architecture humanoid robot into mass production. 40 DoF, 12 in hands.",https://theaiinsider.tech/2025/09/27/kepler-moves-worlds-first-commercially-available-hybrid-architecture-humanoid-robot-into-mass-production/,Pudong Shanghai humanoid; hybrid architecture mass production
c416,Kiwibot (Robot.com),robot.com,2d,1,delivery,https://roboticsandautomationnews.com/2025/04/12/top-20-autonomous-delivery-robot-companies-in-2025/89707/,"Kiwibot has completed more than 250,000 deliveries and is now focused on reaching Level 4 autonomy; rebranded as Robot.com in 2025 and now operates more than 500 robots",https://roboticsandautomationnews.com/2025/04/12/top-20-autonomous-delivery-robot-companies-in-2025/89707/,250K+ deliveries; rebranded 2025
c308,Kraken Robotics,krakenrobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Marine technology with advanced sensors and underwater robotics,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c309,LabyrinthAI,labyrinthai.co,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,AI foundation models enabling robots to learn tasks without programming,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c310,Luminous,luminous.solar,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Robot fleets for scalable solar farm installation,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c426,Mach Industries,machindustries.com,2d,1,drone,https://machindustries.com/,"Mach's autonomy stack features cutting-edge perception, navigation, and fleet management, enabling Unmanned Ground Vehicles (UGVs) and Unmanned Surface Vessels (USVs) to perform reliably in both GPS-enabled and GPS-denied settings",https://machindustries.com/,$100M Series B 2025 at $470M; autonomous strike platforms; perception/navigation stack
c378,Mana Robotics,mana-robotics.com,2b,1,europe_news,https://www.excitelab.co/news/10-deeptech-startups-in-germany-you-should-know-2026,Dresden-based Mana Robotics is part of ExciteLab's first batch and is developing fully autonomous cooking systems for home and commercial kitchens.,https://www.excitelab.co/news/10-deeptech-startups-in-germany-you-should-know-2026,Dresden cooking robotics; ML-based manipulation
c311,Mapless AI,mapless.ai,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Applied AI and autonomous system safety research,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c423,Matic,maticrobots.com,2d,1,consumer_home,https://maticrobots.com/blog/vision-first-robotics-how-matic-is-reimagining-home-automation,"Matic is a remarkably smart, proactive, and secure floor-cleaning robot that uses photo-realistic vision with precise 3D mapping; vision-only robots that see the world like humans",https://maticrobots.com/blog/vision-first-robotics-how-matic-is-reimagining-home-automation,Vision-first home robot; targeting 60K+ units in 2026
c340,Mimic Robotics,mimicrobotics.com,2a|2b,1,news_eu,https://sifted.eu/articles/eth-robotics-spinout-mimic-raises-16m-seed,AI-driven dexterous robotic hands ETH Zurich spin-off,https://sifted.eu/articles/eth-robotics-spinout-mimic-raises-16m-seed,Swiss humanoid hands $16M seed | Zurich dexterous hands + standard arms; 25 engineers
